Order ID,Order Date,Order Status,Customer ID,Customer Type,Subtotal,Shipping Cost,Tax Amount,Total Amount,Number of Items,Product Category,State,Traffic Source,Device Type,Shipping Method,Days to Ship
ORD_000894,2024-09-04 06:44:14.685384,completed,CUST_0009,returning_customer,256.56,0.0,15.39,271.95,3,Shoes,Michigan,instagram,mobile,express,1
ORD_000507,2024-09-04 07:10:06.685384,refunded,CUST_0089,returning_customer,289.46,0.0,18.09,307.55,4,Shoes,Texas,direct,mobile,express,2
ORD_000735,2024-09-04 23:41:45.685384,completed,CUST_0132,returning_customer,129.51,0.0,7.25,136.76,4,Tops,Arizona,instagram,desktop,standard,3
ORD_000148,2024-09-05 02:39:00.685384,completed,CUST_0037,returning_customer,90.45,0.0,7.91,98.36,2,Tops,California,facebook,mobile,express,1
ORD_000645,2024-09-05 10:37:41.685384,completed,CUST_0198,new_customer,41.89,5.99,3.35,51.23,1,Tops,New York,facebook,desktop,standard,2
ORD_000460,2024-09-05 15:03:11.685384,completed,CUST_0149,new_customer,137.17,0.0,6.17,143.34,3,Tops,Oklahoma,direct,mobile,standard,2
ORD_000743,2024-09-05 19:25:02.685384,completed,CUST_0088,returning_customer,122.36,0.0,9.79,132.15,6,Accessories,New York,facebook,tablet,standard,3
ORD_000619,2024-09-06 03:39:26.685384,completed,CUST_0041,returning_customer,110.5,0.0,6.35,116.85,3,Tops,Ohio,google,mobile,standard,4
ORD_000313,2024-09-06 03:56:17.685384,completed,CUST_0075,returning_customer,68.73,24.99,6.01,99.73,2,Tops,California,email,mobile,overnight,1
ORD_000573,2024-09-07 00:24:33.685384,completed,CUST_0021,returning_customer,73.05,5.99,3.65,82.69,2,Tops,Wisconsin,google,mobile,standard,3
ORD_000588,2024-09-07 13:09:20.685384,completed,CUST_0037,returning_customer,161.54,0.0,14.13,175.67,5,Tops,California,facebook,mobile,standard,2
ORD_000581,2024-09-07 19:29:11.685384,completed,CUST_0043,returning_customer,234.01,0.0,14.04,248.05,5,Bottoms,South Carolina,direct,mobile,standard,4
ORD_000968,2024-09-08 00:26:13.685384,completed,CUST_0097,returning_customer,214.12,0.0,13.38,227.5,3,Shoes,Illinois,facebook,desktop,express,1
ORD_000449,2024-09-08 10:09:35.685384,completed,CUST_0085,returning_customer,53.89,12.99,3.23,70.11,1,Bottoms,Pennsylvania,email,mobile,express,1
ORD_000243,2024-09-09 11:15:33.685384,completed,CUST_0081,returning_customer,49.9,24.99,4.37,79.26,2,Accessories,California,direct,mobile,overnight,1
ORD_000432,2024-09-09 15:50:13.685384,completed,CUST_0082,returning_customer,109.77,0.0,9.6,119.37,3,Tops,California,direct,mobile,express,1
ORD_000674,2024-09-09 17:28:20.685384,completed,CUST_0178,returning_customer,274.63,0.0,14.56,289.19,3,Shoes,Virginia,facebook,mobile,standard,3
ORD_000704,2024-09-09 19:08:41.685384,completed,CUST_0143,returning_customer,86.62,0.0,3.9,90.52,1,Shoes,Oklahoma,google,mobile,express,1
ORD_000923,2024-09-10 12:59:40.685384,completed,CUST_0060,returning_customer,87.26,0.0,3.49,90.75,2,Tops,Alabama,email,mobile,standard,3
ORD_000259,2024-09-10 16:18:35.685384,completed,CUST_0044,returning_customer,54.56,24.99,3.27,82.82,2,Accessories,Pennsylvania,facebook,mobile,overnight,1
ORD_000226,2024-09-11 02:57:36.685384,completed,CUST_0073,returning_customer,223.65,0.0,13.98,237.63,4,Bottoms,Illinois,direct,desktop,express,1
ORD_000103,2024-09-11 05:58:30.685384,completed,CUST_0044,new_customer,52.72,5.99,3.16,61.87,2,Accessories,Michigan,facebook,mobile,standard,4
ORD_000284,2024-09-11 11:05:30.685384,completed,CUST_0009,returning_customer,88.49,0.0,5.31,93.8,3,Tops,Michigan,facebook,mobile,express,2
ORD_000401,2024-09-12 03:35:14.685384,cancelled,CUST_0016,returning_customer,68.76,5.99,6.02,80.77,2,Tops,California,facebook,mobile,standard,3
ORD_000450,2024-09-13 01:23:23.685384,completed,CUST_0111,returning_customer,181.43,0.0,11.34,192.77,3,Bottoms,Texas,facebook,mobile,standard,2
ORD_000575,2024-09-13 03:13:00.685384,completed,CUST_0068,returning_customer,71.76,5.99,4.31,82.06,3,Accessories,Pennsylvania,google,mobile,standard,5
ORD_000539,2024-09-13 08:30:45.685384,completed,CUST_0115,returning_customer,38.54,5.99,2.31,46.84,1,Tops,Florida,facebook,tablet,standard,5
ORD_000393,2024-09-13 17:56:48.685384,completed,CUST_0056,returning_customer,79.93,0.0,5.0,84.93,1,Shoes,Texas,google,mobile,standard,5
ORD_000937,2024-09-14 13:02:20.685384,completed,CUST_0248,returning_customer,70.3,5.99,6.15,82.44,4,Tops,California,email,desktop,standard,4
ORD_000665,2024-09-14 16:27:38.685384,completed,CUST_0028,returning_customer,87.24,0.0,5.54,92.78,1,Shoes,Connecticut,facebook,mobile,standard,2
ORD_000164,2024-09-14 16:45:18.685384,completed,CUST_0066,returning_customer,173.41,0.0,12.14,185.55,4,Tops,Indiana,email,mobile,standard,4
ORD_000831,2024-09-15 14:42:17.685384,completed,CUST_0243,new_customer,79.08,0.0,4.74,83.82,3,Accessories,Florida,facebook,mobile,standard,2
ORD_000867,2024-09-16 19:54:56.685384,completed,CUST_0189,returning_customer,147.15,0.0,7.8,154.95,2,Shoes,Virginia,google,tablet,express,1
ORD_000453,2024-09-17 05:00:11.685384,completed,CUST_0068,returning_customer,101.82,0.0,6.11,107.93,3,Accessories,Pennsylvania,google,desktop,standard,4
ORD_000823,2024-09-17 20:22:34.685384,completed,CUST_0014,returning_customer,132.51,0.0,8.28,140.79,4,Bottoms,Massachusetts,google,mobile,standard,2
ORD_000027,2024-09-17 22:07:25.685384,completed,CUST_0014,new_customer,199.76,0.0,15.98,215.74,4,Bottoms,New York,email,desktop,standard,4
ORD_000085,2024-09-18 00:09:47.685384,completed,CUST_0037,new_customer,54.23,5.99,3.39,63.61,2,Tops,Texas,email,mobile,standard,2
ORD_000285,2024-09-18 03:19:52.685384,completed,CUST_0041,returning_customer,53.93,12.99,3.1,70.02,1,Bottoms,Ohio,google,mobile,express,1
ORD_000266,2024-09-18 05:27:19.685384,completed,CUST_0018,returning_customer,181.96,0.0,12.06,194.02,4,Tops,New Jersey,email,mobile,standard,2
ORD_000616,2024-09-18 11:02:14.685384,completed,CUST_0146,returning_customer,57.59,5.99,5.04,68.62,2,Bottoms,California,direct,mobile,standard,2
ORD_000595,2024-09-18 15:02:48.685384,completed,CUST_0064,returning_customer,186.78,0.0,8.41,195.19,6,Bottoms,Louisiana,email,desktop,express,2
ORD_000840,2024-09-19 03:39:03.685384,completed,CUST_0245,new_customer,232.92,0.0,20.38,253.3,5,Bottoms,California,facebook,mobile,standard,4
ORD_000910,2024-09-19 10:51:09.685384,cancelled,CUST_0253,new_customer,243.46,0.0,15.22,258.68,3,Shoes,Texas,direct,mobile,standard,2
ORD_000397,2024-09-19 13:25:23.685384,completed,CUST_0106,returning_customer,117.19,0.0,7.32,124.51,3,Bottoms,Illinois,facebook,mobile,standard,2
ORD_000754,2024-09-19 18:42:01.685384,completed,CUST_0201,returning_customer,77.64,0.0,4.66,82.3,2,Bottoms,Maryland,direct,desktop,express,2
ORD_000341,2024-09-19 20:32:45.685384,completed,CUST_0100,returning_customer,33.72,5.99,1.52,41.23,1,Tops,Oklahoma,facebook,mobile,standard,2
ORD_000939,2024-09-20 08:37:12.685384,completed,CUST_0236,returning_customer,41.97,5.99,2.52,50.48,1,Tops,South Carolina,google,desktop,standard,2
ORD_000752,2024-09-20 10:46:43.685384,cancelled,CUST_0081,returning_customer,164.16,0.0,14.36,178.52,3,Bottoms,California,direct,mobile,express,1
ORD_000446,2024-09-21 00:16:51.685384,completed,CUST_0090,returning_customer,57.28,24.99,4.58,86.85,2,Accessories,New York,instagram,desktop,overnight,1
ORD_000737,2024-09-22 12:02:27.685384,pending,CUST_0166,returning_customer,141.42,0.0,6.72,148.14,2,Shoes,North Carolina,email,desktop,express,1
ORD_000985,2024-09-22 13:27:54.685384,completed,CUST_0177,returning_customer,52.65,24.99,3.29,80.93,1,Bottoms,Illinois,direct,desktop,overnight,1
ORD_000233,2024-09-22 16:58:52.685384,completed,CUST_0033,returning_customer,215.9,0.0,12.95,228.85,3,Shoes,Michigan,instagram,mobile,standard,2
ORD_000394,2024-09-22 22:19:45.685384,completed,CUST_0031,returning_customer,109.26,0.0,9.56,118.82,2,Bottoms,California,facebook,tablet,standard,2
ORD_000817,2024-09-25 00:28:38.685384,completed,CUST_0080,returning_customer,81.08,0.0,7.09,88.17,1,Shoes,California,instagram,desktop,overnight,1
ORD_000857,2024-09-25 02:48:00.685384,completed,CUST_0186,returning_customer,303.44,0.0,18.21,321.65,4,Shoes,South Carolina,direct,mobile,standard,4
ORD_000713,2024-09-26 10:01:50.685384,completed,CUST_0065,returning_customer,102.44,0.0,5.12,107.56,3,Tops,Wisconsin,direct,mobile,express,1
ORD_000559,2024-09-26 11:01:50.685384,pending,CUST_0027,returning_customer,247.64,0.0,14.86,262.5,5,Bottoms,Michigan,email,desktop,standard,2
ORD_000854,2024-09-26 20:16:18.685384,completed,CUST_0081,returning_customer,154.75,0.0,13.54,168.29,2,Shoes,California,direct,desktop,standard,2
ORD_000380,2024-09-27 03:45:39.685384,completed,CUST_0006,returning_customer,56.93,5.99,4.98,67.9,2,Tops,California,direct,desktop,standard,2
ORD_000346,2024-09-28 00:03:01.685384,completed,CUST_0039,returning_customer,40.16,5.99,2.81,48.96,2,Accessories,Tennessee,facebook,mobile,standard,3
ORD_000409,2024-09-28 09:16:47.685384,completed,CUST_0021,returning_customer,49.84,5.99,2.49,58.32,2,Tops,Wisconsin,google,mobile,standard,3
ORD_000151,2024-09-29 13:52:04.685384,completed,CUST_0003,returning_customer,76.04,0.0,4.56,80.6,2,Bottoms,Pennsylvania,google,mobile,standard,2
ORD_000487,2024-09-29 14:04:38.685384,completed,CUST_0027,returning_customer,87.89,0.0,7.03,94.92,2,Bottoms,New York,email,desktop,standard,2
ORD_000017,2024-09-29 15:01:13.685384,completed,CUST_0006,returning_customer,47.35,5.99,3.79,57.13,2,Tops,New York,email,mobile,standard,5
ORD_000205,2024-10-01 03:50:34.685384,completed,CUST_0081,new_customer,228.15,0.0,19.96,248.11,5,Bottoms,California,facebook,mobile,standard,5
ORD_000264,2024-10-01 13:12:11.685384,completed,CUST_0040,returning_customer,55.39,5.99,2.94,64.32,1,Bottoms,Virginia,google,mobile,standard,4
ORD_000095,2024-10-01 17:46:34.685384,completed,CUST_0042,new_customer,71.34,5.99,4.53,81.86,1,Shoes,Connecticut,google,desktop,standard,2
ORD_000297,2024-10-02 07:46:26.685384,completed,CUST_0047,returning_customer,289.48,0.0,19.19,308.67,7,Tops,New Jersey,direct,mobile,standard,3
ORD_000983,2024-10-02 09:38:34.685384,completed,CUST_0017,returning_customer,176.65,0.0,7.95,184.6,5,Tops,Oklahoma,direct,tablet,express,1
ORD_000183,2024-10-02 19:03:18.685384,completed,CUST_0046,returning_customer,124.66,0.0,7.17,131.83,2,Shoes,Ohio,facebook,mobile,standard,4
ORD_000680,2024-10-02 22:41:17.685384,completed,CUST_0204,returning_customer,98.02,0.0,4.61,102.63,4,Accessories,Utah,facebook,desktop,standard,4
ORD_000606,2024-10-03 23:54:55.685384,completed,CUST_0154,returning_customer,303.45,0.0,13.66,317.11,7,Bottoms,Louisiana,facebook,mobile,overnight,1
ORD_000433,2024-10-04 19:41:45.685384,completed,CUST_0072,returning_customer,60.0,5.99,2.4,68.39,4,Accessories,Georgia,facebook,tablet,standard,2
ORD_000204,2024-10-05 06:21:51.685384,completed,CUST_0073,returning_customer,48.44,5.99,3.03,57.46,1,Bottoms,Illinois,google,desktop,standard,5
ORD_000512,2024-10-05 15:31:21.685384,refunded,CUST_0166,new_customer,240.11,0.0,11.41,251.52,3,Shoes,North Carolina,email,desktop,standard,4
ORD_000086,2024-10-05 18:14:08.685384,completed,CUST_0005,returning_customer,49.03,5.99,3.92,58.94,1,Bottoms,New York,facebook,mobile,standard,2
ORD_000002,2024-10-05 18:41:43.685384,completed,CUST_0002,new_customer,132.51,0.0,7.42,139.93,4,Tops,Arizona,instagram,mobile,standard,2
ORD_000399,2024-10-06 02:30:27.685384,completed,CUST_0087,returning_customer,20.65,5.99,1.24,27.88,1,Accessories,Florida,email,tablet,standard,2
ORD_000345,2024-10-06 09:51:45.685384,completed,CUST_0123,new_customer,76.16,0.0,6.66,82.82,1,Shoes,California,google,desktop,standard,2
ORD_000108,2024-10-06 16:59:06.685384,completed,CUST_0047,new_customer,143.06,0.0,9.48,152.54,4,Tops,New Jersey,google,mobile,standard,4
ORD_000682,2024-10-08 06:48:24.685384,completed,CUST_0207,new_customer,28.13,5.99,1.34,35.46,1,Accessories,North Carolina,google,mobile,standard,3
ORD_000601,2024-10-08 16:35:13.685384,completed,CUST_0079,returning_customer,177.17,0.0,7.09,184.26,2,Shoes,Alabama,direct,mobile,standard,2
ORD_000137,2024-10-08 17:24:24.685384,completed,CUST_0031,returning_customer,60.32,5.99,3.77,70.08,3,Accessories,Texas,google,tablet,standard,4
ORD_000286,2024-10-09 01:11:35.685384,completed,CUST_0106,new_customer,79.61,0.0,4.98,84.59,2,Bottoms,Illinois,facebook,mobile,standard,3
ORD_000077,2024-10-09 14:19:25.685384,completed,CUST_0035,new_customer,55.32,5.99,3.46,64.77,2,Accessories,Texas,direct,desktop,standard,3
ORD_000628,2024-10-10 00:15:56.685384,completed,CUST_0160,returning_customer,111.59,0.0,6.97,118.56,3,Tops,Texas,email,desktop,express,1
ORD_000360,2024-10-10 14:01:12.685384,completed,CUST_0002,returning_customer,115.58,0.0,6.93,122.51,2,Bottoms,Maryland,instagram,mobile,express,2
ORD_000769,2024-10-10 18:00:51.685384,completed,CUST_0209,returning_customer,82.31,0.0,3.7,86.01,2,Bottoms,Louisiana,facebook,mobile,standard,3
ORD_000121,2024-10-11 00:09:24.685384,completed,CUST_0051,new_customer,75.01,0.0,0.0,75.01,1,Shoes,Oregon,facebook,mobile,standard,4
ORD_000074,2024-10-12 02:50:23.685384,completed,CUST_0033,new_customer,290.97,0.0,17.46,308.43,4,Shoes,Michigan,instagram,mobile,express,1
ORD_000753,2024-10-12 03:39:26.685384,completed,CUST_0109,returning_customer,66.61,12.99,4.16,83.76,3,Accessories,Illinois,email,mobile,express,1
ORD_000364,2024-10-12 05:59:23.685384,completed,CUST_0089,returning_customer,36.16,5.99,2.26,44.41,2,Accessories,Texas,direct,mobile,standard,3
ORD_000396,2024-10-12 06:04:07.685384,completed,CUST_0128,returning_customer,44.88,12.99,2.92,60.79,2,Accessories,Washington,direct,desktop,express,1
ORD_000020,2024-10-12 17:04:01.685384,completed,CUST_0007,returning_customer,74.79,12.99,4.3,92.08,1,Shoes,Ohio,google,mobile,express,1
ORD_000634,2024-10-12 19:25:07.685384,completed,CUST_0052,returning_customer,63.23,5.99,3.95,73.17,1,Bottoms,Texas,google,desktop,standard,2
ORD_000835,2024-10-12 22:43:51.685384,completed,CUST_0117,returning_customer,309.84,0.0,18.59,328.43,4,Shoes,Florida,google,mobile,express,1
ORD_000143,2024-10-13 10:49:06.685384,completed,CUST_0011,returning_customer,52.84,12.99,4.23,70.06,2,Accessories,New York,direct,mobile,express,2
ORD_000408,2024-10-14 11:47:05.685384,completed,CUST_0021,returning_customer,171.74,0.0,8.59,180.33,6,Tops,Wisconsin,google,mobile,express,2
ORD_000796,2024-10-14 13:09:40.685384,completed,CUST_0102,returning_customer,31.18,5.99,1.56,38.73,1,Tops,Wisconsin,google,mobile,standard,2
ORD_000643,2024-10-14 20:57:45.685384,completed,CUST_0024,returning_customer,65.52,5.99,5.24,76.75,2,Tops,New York,direct,mobile,standard,2
ORD_000775,2024-10-15 04:06:21.685384,completed,CUST_0232,new_customer,48.68,5.99,2.19,56.86,1,Bottoms,Oklahoma,direct,mobile,standard,3
ORD_000149,2024-10-16 09:39:22.685384,refunded,CUST_0064,returning_customer,80.71,0.0,3.63,84.34,1,Shoes,Louisiana,direct,desktop,express,1
ORD_000059,2024-10-16 10:36:25.685384,completed,CUST_0026,new_customer,274.66,0.0,10.99,285.65,6,Bottoms,Alabama,facebook,mobile,standard,2
ORD_000269,2024-10-16 14:44:13.685384,completed,CUST_0066,returning_customer,155.65,0.0,10.9,166.55,5,Tops,Indiana,email,desktop,standard,3
ORD_000133,2024-10-17 04:54:16.685384,completed,CUST_0059,new_customer,140.59,0.0,9.32,149.91,4,Tops,New Jersey,google,mobile,standard,2
ORD_000214,2024-10-17 11:28:21.685384,completed,CUST_0075,returning_customer,139.44,0.0,12.2,151.64,3,Tops,California,google,mobile,express,1
ORD_000605,2024-10-18 01:08:54.685384,completed,CUST_0071,returning_customer,215.96,0.0,13.5,229.46,3,Shoes,Massachusetts,facebook,mobile,overnight,1
ORD_000981,2024-10-18 13:52:34.685384,completed,CUST_0144,returning_customer,49.67,5.99,2.98,58.64,2,Accessories,Florida,email,desktop,standard,3
ORD_000655,2024-10-18 16:45:00.685384,completed,CUST_0202,new_customer,168.61,0.0,10.12,178.73,3,Bottoms,Michigan,direct,mobile,standard,3
ORD_000037,2024-10-18 19:44:02.685384,completed,CUST_0007,returning_customer,100.38,0.0,5.77,106.15,3,Accessories,Ohio,google,mobile,express,1
ORD_000299,2024-10-18 21:42:52.685384,completed,CUST_0111,new_customer,172.56,0.0,10.78,183.34,4,Tops,Texas,google,mobile,standard,4
ORD_000721,2024-10-19 15:40:04.685384,completed,CUST_0036,returning_customer,66.66,5.99,0.0,72.65,1,Shoes,Oregon,google,mobile,standard,2
ORD_000816,2024-10-20 05:38:09.685384,completed,CUST_0184,returning_customer,99.95,0.0,4.5,104.45,2,Bottoms,Oklahoma,google,mobile,express,2
ORD_000254,2024-10-21 00:34:46.685384,completed,CUST_0096,new_customer,92.73,0.0,6.15,98.88,2,Bottoms,New Jersey,direct,mobile,standard,4
ORD_000268,2024-10-21 09:07:03.685384,completed,CUST_0101,new_customer,59.39,5.99,5.2,70.58,1,Bottoms,California,instagram,mobile,standard,3
ORD_000047,2024-10-21 10:51:11.685384,completed,CUST_0018,returning_customer,66.2,5.99,5.3,77.49,2,Tops,New York,email,mobile,standard,3
ORD_000287,2024-10-21 18:53:04.685384,completed,CUST_0100,returning_customer,292.15,0.0,13.15,305.3,8,Tops,Oklahoma,direct,desktop,standard,4
ORD_000082,2024-10-22 02:22:02.685384,completed,CUST_0036,new_customer,151.19,0.0,0.0,151.19,2,Shoes,Oregon,instagram,mobile,standard,5
ORD_000160,2024-10-22 12:45:50.685384,completed,CUST_0063,returning_customer,198.68,0.0,11.92,210.6,4,Bottoms,Florida,facebook,mobile,express,1
ORD_000156,2024-10-22 14:31:20.685384,cancelled,CUST_0052,returning_customer,81.5,0.0,5.09,86.59,2,Bottoms,Texas,google,desktop,standard,4
ORD_000980,2024-10-23 23:28:29.685384,completed,CUST_0014,returning_customer,45.16,5.99,2.82,53.97,1,Bottoms,Massachusetts,facebook,mobile,standard,5
ORD_000540,2024-10-25 06:43:02.685384,completed,CUST_0141,returning_customer,214.67,0.0,18.78,233.45,3,Shoes,California,email,mobile,standard,4
ORD_000455,2024-10-26 04:31:28.685384,completed,CUST_0022,returning_customer,86.31,0.0,5.18,91.49,2,Bottoms,Florida,direct,mobile,express,1
ORD_000465,2024-10-26 06:59:10.685384,completed,CUST_0009,returning_customer,58.42,5.99,3.51,67.92,1,Bottoms,Michigan,facebook,mobile,standard,3
ORD_000099,2024-10-26 15:24:33.685384,completed,CUST_0027,returning_customer,157.39,0.0,12.59,169.98,3,Bottoms,New York,email,desktop,standard,3
ORD_000931,2024-10-26 22:13:25.685384,completed,CUST_0162,returning_customer,218.67,0.0,13.12,231.79,5,Bottoms,Florida,direct,desktop,standard,2
ORD_000447,2024-10-27 06:48:06.685384,completed,CUST_0147,new_customer,36.95,5.99,2.12,45.06,1,Tops,Ohio,email,desktop,standard,4
ORD_000591,2024-10-27 08:49:06.685384,completed,CUST_0114,returning_customer,107.82,0.0,9.43,117.25,3,Bottoms,California,google,mobile,standard,4
ORD_000426,2024-10-27 14:53:04.685384,completed,CUST_0140,new_customer,51.33,5.99,3.08,60.4,1,Bottoms,Florida,instagram,mobile,standard,2
ORD_000493,2024-10-27 19:42:48.685384,completed,CUST_0158,new_customer,85.28,0.0,7.46,92.74,2,Bottoms,California,google,desktop,overnight,1
ORD_000317,2024-10-27 23:51:32.685384,completed,CUST_0104,returning_customer,70.75,5.99,3.36,80.1,2,Accessories,North Carolina,facebook,desktop,standard,4
ORD_000132,2024-10-28 01:28:33.685384,completed,CUST_0058,new_customer,88.45,0.0,5.09,93.54,2,Bottoms,Ohio,email,desktop,standard,3
ORD_000964,2024-10-28 22:45:02.685384,completed,CUST_0223,returning_customer,126.29,0.0,10.1,136.39,3,Tops,New York,direct,desktop,standard,3
ORD_000071,2024-10-29 04:43:22.685384,completed,CUST_0028,returning_customer,179.1,0.0,11.19,190.29,3,Shoes,Texas,direct,desktop,express,1
ORD_000128,2024-10-29 18:04:16.685384,completed,CUST_0056,new_customer,38.55,5.99,2.41,46.95,1,Tops,Texas,email,mobile,standard,2
ORD_000755,2024-10-29 18:21:06.685384,completed,CUST_0199,returning_customer,39.3,5.99,2.46,47.75,1,Tops,Texas,direct,mobile,standard,2
ORD_000909,2024-10-30 07:29:08.685384,completed,CUST_0197,returning_customer,125.18,0.0,5.3,130.48,4,Tops,Missouri,google,mobile,overnight,1
ORD_000422,2024-10-30 09:23:55.685384,completed,CUST_0070,returning_customer,39.84,5.99,1.79,47.62,1,Tops,Louisiana,google,mobile,standard,3
ORD_000257,2024-10-30 21:39:00.685384,completed,CUST_0083,returning_customer,54.09,5.99,3.25,63.33,2,Tops,Kentucky,facebook,desktop,standard,4
ORD_000239,2024-10-31 04:06:22.685384,completed,CUST_0029,returning_customer,65.05,24.99,4.07,94.11,4,Accessories,Illinois,facebook,desktop,overnight,1
ORD_000594,2024-10-31 12:00:54.685384,completed,CUST_0104,returning_customer,91.09,0.0,4.33,95.42,2,Tops,North Carolina,email,desktop,standard,2
ORD_000941,2024-11-01 00:40:11.685384,completed,CUST_0258,new_customer,76.18,0.0,4.57,80.75,1,Shoes,Pennsylvania,google,tablet,standard,3
ORD_000052,2024-11-01 16:32:37.685384,completed,CUST_0023,new_customer,176.22,0.0,10.57,186.79,5,Accessories,Kentucky,instagram,mobile,standard,2
ORD_000879,2024-11-02 04:24:01.685384,completed,CUST_0153,returning_customer,76.78,0.0,3.46,80.24,1,Shoes,Louisiana,google,mobile,express,1
ORD_000091,2024-11-02 21:34:08.685384,completed,CUST_0029,returning_customer,37.19,5.99,2.23,45.41,1,Accessories,Pennsylvania,google,mobile,standard,2
ORD_000717,2024-11-03 02:07:02.685384,completed,CUST_0085,returning_customer,23.63,12.99,1.42,38.04,1,Tops,Pennsylvania,email,mobile,express,2
ORD_000386,2024-11-03 12:32:08.685384,completed,CUST_0083,returning_customer,156.36,0.0,9.38,165.74,3,Bottoms,Kentucky,facebook,desktop,standard,2
ORD_000319,2024-11-03 16:22:56.685384,completed,CUST_0111,returning_customer,82.22,0.0,5.14,87.36,2,Tops,Texas,google,mobile,standard,4
ORD_000862,2024-11-03 16:23:01.685384,completed,CUST_0039,returning_customer,126.04,0.0,8.82,134.86,3,Bottoms,Tennessee,google,mobile,standard,3
ORD_000560,2024-11-03 18:16:03.685384,completed,CUST_0178,new_customer,162.37,0.0,8.61,170.98,4,Tops,Virginia,facebook,mobile,express,1
ORD_000696,2024-11-04 07:29:15.685384,completed,CUST_0204,returning_customer,58.81,5.99,3.82,68.62,2,Accessories,Washington,facebook,desktop,standard,3
ORD_000291,2024-11-04 10:02:43.685384,completed,CUST_0108,new_customer,132.22,0.0,6.61,138.83,2,Shoes,Wisconsin,email,mobile,standard,3
ORD_000119,2024-11-04 20:14:03.685384,completed,CUST_0006,returning_customer,15.0,12.99,1.2,29.19,1,Tops,New York,direct,desktop,express,1
ORD_000838,2024-11-04 22:59:17.685384,completed,CUST_0083,returning_customer,46.08,12.99,2.76,61.83,1,Bottoms,Kentucky,google,mobile,express,1
ORD_000311,2024-11-04 23:33:14.685384,completed,CUST_0029,returning_customer,70.63,12.99,4.41,88.03,1,Shoes,Illinois,facebook,tablet,express,1
ORD_000480,2024-11-05 01:27:32.685384,pending,CUST_0087,returning_customer,15.95,5.99,0.96,22.9,1,Accessories,Florida,google,desktop,standard,4
ORD_000157,2024-11-05 05:16:04.685384,completed,CUST_0070,new_customer,62.73,5.99,2.82,71.54,2,Accessories,Louisiana,google,tablet,standard,2
ORD_000471,2024-11-05 08:48:29.685384,completed,CUST_0075,returning_customer,124.94,0.0,10.93,135.87,3,Tops,California,facebook,desktop,standard,3
ORD_000228,2024-11-05 15:36:19.685384,completed,CUST_0073,returning_customer,42.59,12.99,2.66,58.24,1,Bottoms,Illinois,email,desktop,express,1
ORD_000824,2024-11-05 16:49:21.685384,completed,CUST_0239,new_customer,146.66,0.0,9.17,155.83,2,Shoes,Texas,direct,mobile,standard,2
ORD_000955,2024-11-06 05:27:49.685384,completed,CUST_0037,returning_customer,210.15,0.0,18.39,228.54,6,Tops,California,facebook,mobile,overnight,1
ORD_000104,2024-11-06 19:17:08.685384,completed,CUST_0045,new_customer,302.86,0.0,14.39,317.25,4,Shoes,North Carolina,google,desktop,standard,2
ORD_000363,2024-11-07 16:28:05.685384,completed,CUST_0125,new_customer,24.91,24.99,1.49,51.39,1,Tops,Florida,google,mobile,overnight,1
ORD_000253,2024-11-07 17:04:42.685384,refunded,CUST_0095,new_customer,21.89,5.99,1.37,29.25,1,Accessories,Texas,facebook,mobile,standard,4
ORD_000636,2024-11-08 01:35:12.685384,completed,CUST_0195,new_customer,79.19,0.0,4.95,84.14,2,Tops,Texas,direct,desktop,express,1
ORD_000716,2024-11-08 03:53:31.685384,completed,CUST_0172,returning_customer,139.65,0.0,8.38,148.03,4,Tops,Pennsylvania,instagram,mobile,standard,2
ORD_000337,2024-11-08 07:30:52.685384,completed,CUST_0054,returning_customer,31.48,5.99,1.89,39.36,1,Tops,Pennsylvania,email,desktop,standard,2
ORD_000411,2024-11-08 07:48:13.685384,completed,CUST_0025,returning_customer,86.26,0.0,5.61,91.87,2,Bottoms,Washington,google,mobile,standard,4
ORD_000255,2024-11-09 03:17:49.685384,completed,CUST_0097,new_customer,98.66,0.0,6.17,104.83,2,Bottoms,Illinois,facebook,mobile,express,1
ORD_000105,2024-11-10 17:52:15.685384,completed,CUST_0025,returning_customer,109.27,0.0,4.37,113.64,4,Accessories,Alabama,email,mobile,standard,2
ORD_000590,2024-11-10 21:16:40.685384,completed,CUST_0078,returning_customer,180.36,0.0,11.27,191.63,4,Tops,Texas,instagram,desktop,standard,2
ORD_000283,2024-11-11 03:37:36.685384,completed,CUST_0023,returning_customer,78.03,0.0,4.68,82.71,3,Accessories,Kentucky,instagram,mobile,standard,3
ORD_000136,2024-11-11 23:44:50.685384,completed,CUST_0061,new_customer,47.56,5.99,2.85,56.4,1,Tops,Pennsylvania,facebook,mobile,standard,2
ORD_000928,2024-11-12 05:51:30.685384,completed,CUST_0015,returning_customer,24.54,12.99,1.53,39.06,1,Accessories,Texas,email,mobile,express,1
ORD_000784,2024-11-12 22:01:42.685384,completed,CUST_0128,returning_customer,56.68,12.99,3.68,73.35,2,Accessories,Washington,direct,desktop,express,2
ORD_000869,2024-11-13 11:20:33.685384,completed,CUST_0007,returning_customer,343.09,0.0,19.73,362.82,4,Shoes,Ohio,instagram,desktop,standard,3
ORD_000076,2024-11-13 22:10:30.685384,completed,CUST_0021,returning_customer,75.0,0.0,3.75,78.75,2,Tops,Wisconsin,facebook,desktop,standard,3
